class	url	experimental	unstable	obsolete	deprecated	description
DirectoryReaderSync	/en-US/docs/Web/API/DirectoryReaderSync	false	false	false	false	The DirectoryReaderSync interface of the File System API lets you read the entries in a directory.
DisplayMediaStreamConstraints	/en-US/docs/Web/API/DisplayMediaStreamConstraints	false	false	false	false	The DisplayMediaStreamConstraints dictionary is used to specify whether or not to include video and/or audio tracks in the MediaStream to be returned by getDisplayMedia(), as well as what type of processing must be applied to the tracks.
Document	/en-US/docs/Web/API/Document	false	false	false	false	The Document interface represents any web page loaded in the browser and serves as an entry point into the web page's content, which is the DOM tree.
DocumentFragment	/en-US/docs/Web/API/DocumentFragment	false	false	false	false	The DocumentFragment interface represents a minimal document object that has no parent. It is used as a lightweight version of Document that stores a segment of a document structure comprised of nodes just like a standard document.
DocumentOrShadowRoot	/en-US/docs/Web/API/DocumentOrShadowRoot	false	false	false	false	The DocumentOrShadowRoot mixin of the Shadow DOM API provides APIs that are shared between documents and shadow roots. The following features are included in both Document and ShadowRoot. 
DocumentTimeline	/en-US/docs/Web/API/DocumentTimeline	false	false	false	false	The DocumentTimeline interface of the the Web Animations API represents animation timelines, including the default document timeline (accessed via Document.timeline).
DocumentTouch	/en-US/docs/Web/API/DocumentTouch	false	false	true	false	The DocumentTouch interface used to provide convenience methods for creating Touch and TouchList objects, but DocumentTouch been removed from the standards. These two methods now live on the Document interface.
DocumentType	/en-US/docs/Web/API/DocumentType	false	false	false	false	The DocumentType interface represents a Node containing a doctype.
DoubleRange	/en-US/docs/Web/API/DoubleRange	false	false	false	false	The DoubleRange dictionary is used to define a range of permitted double-precision floating-point values for a property, with either or both a maximum and minimum value specified. The ConstrainDouble dictionary is based on this, augmenting it to support exact and ideal values as well.
DragEvent	/en-US/docs/Web/API/DragEvent	false	false	false	false	The DragEvent interface is a DOM event that represents a drag and drop interaction. The user initiates a drag by placing a pointer device (such as a mouse) on the touch surface and then dragging the pointer to a new location (such as another DOM element). Applications are free to interpret a drag and drop interaction in an application-specific way.
DynamicsCompressorNode	/en-US/docs/Web/API/DynamicsCompressorNode	false	false	false	false	Inherits properties from its parent, AudioNode.
EXT_blend_minmax	/en-US/docs/Web/API/EXT_blend_minmax	false	false	false	false	The EXT_blend_minmax extension is part of the WebGL API and extends blending capabilities by adding two new blend equations: the minimum or maximum color components of the source and destination colors.
EXT_color_buffer_float	/en-US/docs/Web/API/EXT_color_buffer_float	false	false	false	false	The EXT_color_buffer_float extension is part of WebGL and adds the ability to render a variety of floating point formats.
EXT_color_buffer_half_float	/en-US/docs/Web/API/EXT_color_buffer_half_float	false	false	false	false	The EXT_color_buffer_half_float extension is part of the WebGL API and adds the ability to render to 16-bit floating-point color buffers.
EXT_disjoint_timer_query	/en-US/docs/Web/API/EXT_disjoint_timer_query	false	false	false	false	The EXT_disjoint_timer_query extension is part of the WebGL API and provides a way to measure the duration of a set of GL commands, without stalling the rendering pipeline.
EXT_float_blend	/en-US/docs/Web/API/EXT_float_blend	false	false	false	false	The WebGL API's EXT_float_blend extension allows blending and draw buffers with 32-bit floating-point components.
EXT_frag_depth	/en-US/docs/Web/API/EXT_frag_depth	false	false	false	false	The EXT_frag_depth extension is part of the WebGL API and enables to set a depth value of a fragment from within the fragment shader.
EXT_sRGB	/en-US/docs/Web/API/EXT_sRGB	false	false	false	false	The EXT_sRGB extension is part of the WebGL API and adds sRGB support to textures and framebuffer objects.
EXT_shader_texture_lod	/en-US/docs/Web/API/EXT_shader_texture_lod	false	false	false	false	The EXT_shader_texture_lod extension is part of the WebGL API and adds additional texture functions to the OpenGL ES Shading Language which provide the shader writer with explicit control of LOD (Level of detail).
EXT_texture_compression_bptc	/en-US/docs/Web/API/EXT_texture_compression_bptc	false	false	false	false	The EXT_texture_compression_bptc extension is part of the WebGL API and exposes 4 BPTC compressed texture formats. These compression formats are called BC7 and BC6H in Microsoft's DirectX API.
EXT_texture_compression_rgtc	/en-US/docs/Web/API/EXT_texture_compression_rgtc	false	false	false	false	The EXT_texture_compression_rgtc extension is part of the WebGL API and exposes 4 RGTC compressed texture formats. RGTC is a block-based texture compression format suited for unsigned and signed red and red-green textures (Red-Green Texture Compression).
EXT_texture_filter_anisotropic	/en-US/docs/Web/API/EXT_texture_filter_anisotropic	false	false	false	false	The EXT_texture_filter_anisotropic extension is part of the WebGL API and exposes two constants for anisotropic filtering (AF).
EcKeyGenParams	/en-US/docs/Web/API/EcKeyGenParams	false	false	false	false	The EcKeyGenParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.generateKey(), when generating any elliptic-curve-based key pair: that is, when the algorithm is identified as either of ECDSA or ECDH.
EcKeyImportParams	/en-US/docs/Web/API/EcKeyImportParams	false	false	false	false	See the examples for SubtleCrypto.importKey().
EcdhKeyDeriveParams	/en-US/docs/Web/API/EcdhKeyDeriveParams	false	false	false	false	The EcdhKeyDeriveParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.deriveKey(),  when using the ECDH algorithm.
EcdsaParams	/en-US/docs/Web/API/EcdsaParams	false	false	false	false	The EcdsaParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.sign() or SubtleCrypto.verify() when using the ECDSA algorithm.
EffectTiming	/en-US/docs/Web/API/EffectTiming	true	false	false	false	The EffectTiming dictionary, part of the Web Animations API, is used by Element.animate(), KeyframeEffectReadOnly(), and KeyframeEffect() to describe timing properties for animation effects. These properties are all optional, although without setting a duration the animation will not play.
Element	/en-US/docs/Web/API/Element	false	false	false	false	Element is the most general base class from which all element objects (i.e. objects that represent elements) in a Document inherit. It only has methods and properties common to all kinds of elements. More specific classes inherit from Element.
ElementCSSInlineStyle	/en-US/docs/Web/API/ElementCSSInlineStyle	false	false	false	false	The ElementCSSInlineStyle mixin describes CSSOM-specific features common to the HTMLElement, SVGElement and MathMLElement interfaces.
ElementTraversal	/en-US/docs/Web/API/ElementTraversal	false	false	true	false	The ElementTraversal interface used to define methods that allowed access from one Node to another in the document tree.
ErrorEvent	/en-US/docs/Web/API/ErrorEvent	false	false	false	false	The ErrorEvent interface represents events providing information related to errors in scripts or in files.
Event	/en-US/docs/Web/API/Event	false	false	false	false	The Event interface represents an event which takes place in the DOM.
EventListener	/en-US/docs/Web/API/EventListener	false	false	false	false	The EventListener interface represents an object that can handle an event dispatched by an EventTarget object.
EventSource	/en-US/docs/Web/API/EventSource	false	false	false	false	The EventSource interface is web content's interface to server-sent events. An EventSource instance opens a persistent connection to an HTTP server, which sends events in text/event-stream format.
EventTarget	/en-US/docs/Web/API/EventTarget	false	false	false	false	EventTarget is a DOM interface implemented by objects that can receive events and may have listeners for them.
ExtendableEvent	/en-US/docs/Web/API/ExtendableEvent	true	false	false	false	The ExtendableEvent interface extends the lifetime of the install and activate events dispatched on the global scope as part of the service worker lifecycle. This ensures that any functional events (like FetchEvent) are not dispatched until it upgrades database schemas and deletes the outdated cache entries.
ExtendableMessageEvent	/en-US/docs/Web/API/ExtendableMessageEvent	true	false	false	false	The ExtendableMessageEvent interface of the Service Worker API represents the event object of a message event fired on a service worker (when a message is received on the ServiceWorkerGlobalScope from another context) — extends the lifetime of such events.
FeaturePolicy	/en-US/docs/Web/API/FeaturePolicy	false	false	false	false	The FeaturePolicy interface of the Feature Policy API represents the set of policies applied to the current execution context.
FederatedCredential	/en-US/docs/Web/API/FederatedCredential	false	false	false	false	The FederatedCredential interface of the the Credential Management API provides information about credentials from a federated identity provider. A federated identity provider is an entity that a website trusts to correctly authenticate a user, and that provides an API for that purpose. OpenID Connect is an example of a federated identity provider framework.
FetchEvent	/en-US/docs/Web/API/FetchEvent	false	false	false	false	This is the event type for fetch events dispatched on the service worker global scope. It contains information about the fetch, including the request and how the receiver will treat the response. It provides the event.respondWith() method, which allows us to provide a response to this fetch.
File	/en-US/docs/Web/API/File	false	false	false	false	The File interface provides information about files and allows JavaScript in a web page to access their content.
FileEntrySync	/en-US/docs/Web/API/FileEntrySync	false	true	false	false	The FileEntrySync interface of the File System API represents a file in a file system. It lets you write content to a file.
FileError	/en-US/docs/Web/API/FileError	false	false	true	false	Represents an error that occurs while using the FileReader interface.
FileException	/en-US/docs/Web/API/FileException	false	true	true	false	In the File System API, a FileException object represents error conditions that you might encounter while accessing the file system using the synchronous API. It extends the FileException interface described in File Writer and adds several new error codes.
FileList	/en-US/docs/Web/API/FileList	false	false	false	false	An object of this type is returned by the files property of the HTML <input> element; this lets you access the list of files selected with the <input type="file"> element. It's also used for a list of files dropped into web content when using the drag and drop API; see the DataTransfer object for details on this usage.
FileReader	/en-US/docs/Web/API/FileReader	false	false	false	false	The FileReader object lets web applications asynchronously read the contents of files (or raw data buffers) stored on the user's computer, using File or Blob objects to specify the file or data to read.
FileReaderSync	/en-US/docs/Web/API/FileReaderSync	false	false	false	false	The FileReaderSync interface allows to read File or Blob objects synchronously.
FileRequest	/en-US/docs/Web/API/FileRequest	false	true	false	false	The FileRequest interface extends the DOMRequest interface to provide some extra properties necessary for the LockedFile objects.
FileSystem	/en-US/docs/Web/API/FileSystem	false	true	false	false	The File and Directory Entries API interface FileSystem is used to represent a file system. These objects can be obtained from the filesystem property on any file system entry. Some browsers offer additional APIs to create and manage file systems, such as Chrome's requestFileSystem() method.
FileSystemDirectoryEntry	/en-US/docs/Web/API/FileSystemDirectoryEntry	false	true	false	false	The FileSystemDirectoryEntry interface of the File and Directory Entries API represents a directory in a file system. It provides methods which make it possible to access and manipulate the files in a directory, as well as to access the entries within the directory.
FileSystemDirectoryReader	/en-US/docs/Web/API/FileSystemDirectoryReader	false	true	false	false	The FileSystemDirectoryReader interface of the File and Directory Entries API lets you access the FileEntry-based objects (generally FileSystemFileEntry or FileSystemDirectoryEntry) representing each entry in a directory.
FileSystemEntry	/en-US/docs/Web/API/FileSystemEntry	false	true	false	false	The FileSystemEntry interface of the File and Directory Entries API represents a single entry in a file system. The entry can be a file or a directory (directories are represented by the DirectoryEntry interface). It includes methods for working with files—including copying, moving, removing, and reading files—as well as information about a file it points to—including the file name and its path from the root to the entry.
FileSystemEntrySync	/en-US/docs/Web/API/FileSystemEntrySync	false	true	false	false	The FileSystemEntrySync interface of the File and Directory Entries API represents an entry in a file system; it can be either a FileEntrySync or DirectoryEntry.
FileSystemFileEntry	/en-US/docs/Web/API/FileSystemFileEntry	false	false	false	false	The FileSystemFileEntry interface of the File System API represents a file in a file system. It offers properties describing the file's attributes, as well as the file() method, which creates a File object that can be used to read the file.
FileSystemFlags	/en-US/docs/Web/API/FileSystemFlags	true	true	false	false	The FileSystemFlags dictionary defines a set of values which are used when specifying option flags when calling certain methods in the File and Directory Entries API. Methods which accept an options parameter of this type may specify zero or more of these flags as fields in an object, like this:
FileSystemSync	/en-US/docs/Web/API/FileSystemSync	false	false	false	false	In the File System API, a FileSystemSync object represents a file system. It has two properties.
FocusEvent	/en-US/docs/Web/API/FocusEvent	false	false	false	false	The FocusEvent interface represents focus-related events, including focus, blur, focusin, and focusout.
FontFace	/en-US/docs/Web/API/FontFace	false	false	false	false	The FontFace interface represents a single usable font face. It allows control of the source of the font face, being a URL to an external resource, or a buffer; it also allows control of when the font face is loaded and its current status.
FontFaceSet	/en-US/docs/Web/API/FontFaceSet	true	false	false	false	The FontFaceSet interface of the CSS Font Loading API manages the loading of font-faces and querying of their download status.It is available as document.fonts.
FontFaceSetLoadEvent	/en-US/docs/Web/API/FontFaceSetLoadEvent	true	false	false	false	The FontFaceSetLoadEvent interface of the the CSS Font Loading API  is fired whenever a FontFaceSet loads.
FormData	/en-US/docs/Web/API/FormData	false	false	false	false	The FormData interface provides a way to easily construct a set of key/value pairs representing form fields and their values, which can then be easily sent using the XMLHttpRequest.send() method. It uses the same format a form would use if the encoding type were set to "multipart/form-data".
FormDataEntryValue	/en-US/docs/Web/API/FormDataEntryValue	false	false	false	false	A string or File that represents a single value from a set of FormData key-value pairs.
FormDataEvent	/en-US/docs/Web/API/FormDataEvent	true	false	false	false	The FormDataEvent interface represents a formdata event — such an event is fired on an HTMLFormElement object after the entry list representing the form's data is constructed. This happens when the form is submitted, but can also be triggered by the invocation of a FormData() constructor.
FullscreenOptions	/en-US/docs/Web/API/FullscreenOptions	false	false	false	false	The FullscreenOptions dictionary is used to provide configuration options when calling requestFullscreen() on an element to place that element into full-screen mode.
GainNode	/en-US/docs/Web/API/GainNode	false	false	false	false	The GainNode interface represents a change in volume. It is an AudioNode audio-processing module that causes a given gain to be applied to the input data before its propagation to the output. A GainNode always has exactly one input and one output, both with the same number of channels.
Gamepad	/en-US/docs/Web/API/Gamepad	false	false	false	false	The Gamepad interface of the Gamepad API defines an individual gamepad or other controller, allowing access to information such as button presses, axis positions, and id.
GamepadButton	/en-US/docs/Web/API/GamepadButton	false	false	false	false	The GamepadButton interface defines an individual button of a gamepad or other controller, allowing access to the current state of different types of buttons available on the control device.
GamepadEvent	/en-US/docs/Web/API/GamepadEvent	false	false	false	false	The GamepadEvent interface of the Gamepad API contains references to gamepads connected to the system, which is what the gamepad events Window.gamepadconnected and Window.gamepaddisconnected are fired in response to.
GamepadHapticActuator	/en-US/docs/Web/API/GamepadHapticActuator	true	false	false	false	The GamepadHapticActuator interface of the Gamepad API represents hardware in the controller designed to provide haptic feedback to the user (if available), most commonly vibration hardware.
GamepadPose	/en-US/docs/Web/API/GamepadPose	true	false	false	false	The GamepadPose interface of the Gamepad API represents the pose of a WebVR controller at a given timestamp (which includes orientation, position, velocity, and acceleration information.)
Geolocation	/en-US/docs/Web/API/Geolocation	false	false	false	false	The Geolocation interface represents an object able to programmatically obtain the position of the device. It gives Web content access to the location of the device. This allows a Web site or app to offer customized results based on the user's location.
GeolocationCoordinates	/en-US/docs/Web/API/GeolocationCoordinates	false	false	false	false	The GeolocationCoordinates interface represents the position and altitude of the device on Earth, as well as the accuracy with which these properties are calculated.
GeolocationPosition	/en-US/docs/Web/API/GeolocationPosition	false	false	false	false	The GeolocationPosition interface represents the position of the concerned device at a given time. The position, represented by a GeolocationCoordinates object, comprehends the 2D position of the device, on a spheroid representing the Earth, but also its altitude and its speed.
GeolocationPositionError	/en-US/docs/Web/API/GeolocationPositionError	false	false	false	false	The GeolocationPositionError interface represents the reason of an error occurring when using the geolocating device.
GeometryUtils	/en-US/docs/Web/API/GeometryUtils	true	false	false	false	The GeometryUtils interface provides different utility function to retrieve geometry information about DOM nodes.
GestureEvent	/en-US/docs/Web/API/GestureEvent	false	true	false	false	The GestureEvent is a proprietary interface specific to WebKit which gives information regarding multi-touch gestures. Events using this interface include gesturestart, gesturechange, and gestureend.
GlobalEventHandlers	/en-US/docs/Web/API/GlobalEventHandlers	false	false	false	false	The GlobalEventHandlers mixin describes the event handlers common to several interfaces like HTMLElement, Document, or Window.
Gyroscope	/en-US/docs/Web/API/Gyroscope	false	false	false	false	The Gyroscope interface of the Sensor APIs provides on each reading the angular velocity of the device along all three axes. 
HMDVRDevice	/en-US/docs/Web/API/HMDVRDevice	true	false	true	false	The HMDVRDevice interface of the WebVR API represents a head mounted display, providing access to information about each eye, and allowing us to modify the current field of view.
HTMLAnchorElement	/en-US/docs/Web/API/HTMLAnchorElement	false	false	false	false	The HTMLAnchorElement interface represents hyperlink elements and provides special properties and methods (beyond those of the regular HTMLElement object interface that they inherit from) for manipulating the layout and presentation of such elements. This interface corresponds to <a> element; not to be confused with <link>, which is represented by HTMLLinkElement)
HTMLAreaElement	/en-US/docs/Web/API/HTMLAreaElement	false	false	false	false	The HTMLAreaElement interface provides special properties and methods (beyond those of the regular object HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of <area> elements.
HTMLAudioElement	/en-US/docs/Web/API/HTMLAudioElement	false	false	false	false	The HTMLAudioElement interface provides access to the properties of <audio> elements, as well as methods to manipulate them.
HTMLBRElement	/en-US/docs/Web/API/HTMLBRElement	false	false	false	false	The HTMLBRElement interface represents a HTML line break element (<br>). It inherits from HTMLElement.
HTMLBaseElement	/en-US/docs/Web/API/HTMLBaseElement	false	false	false	false	The HTMLBaseElement interface contains the base URI for a document. This object inherits all of the properties and methods as described in the HTMLElement interface.
HTMLBaseFontElement	/en-US/docs/Web/API/HTMLBaseFontElement	false	false	true	false	The HTMLBaseFontElement interface provides special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <basefont> elements.
HTMLBodyElement	/en-US/docs/Web/API/HTMLBodyElement	false	false	false	false	The HTMLBodyElement interface provides special properties (beyond those inherited from the regular HTMLElement interface) for manipulating <body> elements.
HTMLButtonElement	/en-US/docs/Web/API/HTMLButtonElement	false	false	false	false	The HTMLButtonElement interface provides properties and methods (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <button> elements.
HTMLCanvasElement	/en-US/docs/Web/API/HTMLCanvasElement	false	false	false	false	The HTMLCanvasElement interface provides properties and methods for manipulating the layout and presentation of <canvas> elements. The HTMLCanvasElement interface also inherits the properties and methods of the HTMLElement interface.
HTMLCollection	/en-US/docs/Web/API/HTMLCollection	false	false	false	false	The HTMLCollection interface represents a generic collection (array-like object similar to arguments) of elements (in document order) and offers methods and properties for selecting from the list.
HTMLContentElement	/en-US/docs/Web/API/HTMLContentElement	false	false	false	true	The HTMLContentElement interface represents a <content> HTML Element, which is used in Shadow DOM.
HTMLDListElement	/en-US/docs/Web/API/HTMLDListElement	false	false	false	false	The HTMLDListElement interface provides special properties (beyond those of the regular HTMLElement interface it also has available to it by inheritance) for manipulating definition list (<dl>) elements.
HTMLDataElement	/en-US/docs/Web/API/HTMLDataElement	false	false	false	false	The HTMLDataElement interface provides special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <data> elements.
HTMLDataListElement	/en-US/docs/Web/API/HTMLDataListElement	false	false	false	false	The HTMLDataListElement interface provides special properties (beyond the HTMLElement object interface it also has available to it by inheritance) to manipulate <datalist> elements and their content.
HTMLDetailsElement	/en-US/docs/Web/API/HTMLDetailsElement	false	false	false	false	The HTMLDetailsElement interface provides special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <details> elements.
HTMLDialogElement	/en-US/docs/Web/API/HTMLDialogElement	true	false	false	false	The HTMLDialogElement interface provides methods to manipulate <dialog> elements. It inherits properties and methods from the HTMLElement interface.
HTMLDivElement	/en-US/docs/Web/API/HTMLDivElement	false	false	false	false	The HTMLDivElement interface provides special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <div> elements.
HTMLDocument	/en-US/docs/Web/API/HTMLDocument	false	false	false	false	The HTMLDocument interface, which may be accessed through the Window.HTMLDocument property, extends the Window.HTMLDocument property to include methods and properties that are specific to HTML documents.
HTMLElement	/en-US/docs/Web/API/HTMLElement	false	false	false	false	The HTMLElement interface represents any HTML element. Some elements directly implement this interface, while others implement it via an interface that inherits it.
HTMLEmbedElement	/en-US/docs/Web/API/HTMLEmbedElement	false	false	false	false	The HTMLEmbedElement interface provides special properties (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating <embed> elements.
HTMLFieldSetElement	/en-US/docs/Web/API/HTMLFieldSetElement	false	false	false	false	The HTMLFieldSetElement interface provides special properties and methods (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of <fieldset> elements.
HTMLFontElement	/en-US/docs/Web/API/HTMLFontElement	false	false	true	false	Implements the document object model (DOM) representation of the font element. The HTML Font Element <font> defines the font size, font face and color of text.
HTMLFormControlsCollection	/en-US/docs/Web/API/HTMLFormControlsCollection	false	false	false	false	The HTMLFormControlsCollection interface represents a collection of HTML form control elements. 
HTMLFormElement	/en-US/docs/Web/API/HTMLFormElement	false	false	false	false	The HTMLFormElement interface represents a <form> element in the DOM. It allows access to—and, in some cases, modification of—aspects of the form, as well as access to its component elements.
HTMLFrameSetElement	/en-US/docs/Web/API/HTMLFrameSetElement	false	false	true	false	The HTMLFrameSetElement interface provides special properties (beyond those of the regular HTMLElement interface they also inherit) for manipulating <frameset> elements.
HTMLHRElement	/en-US/docs/Web/API/HTMLHRElement	false	false	false	false	The HTMLHRElement interface provides special properties (beyond those of the HTMLElement interface it also has available to it by inheritance) for manipulating <hr> elements.
HTMLHeadElement	/en-US/docs/Web/API/HTMLHeadElement	false	false	false	false	The HTMLHeadElement interface contains the descriptive information, or metadata, for a document. This object inherits all of the properties and methods described in the HTMLElement interface.
HTMLHeadingElement	/en-US/docs/Web/API/HTMLHeadingElement	false	false	false	false	The HTMLHeadingElement interface represents the different heading elements, <h1> through <h6>. It inherits methods and properties from the HTMLElement interface.
HTMLHtmlElement	/en-US/docs/Web/API/HTMLHtmlElement	false	false	false	false	The HTMLHtmlElement interface serves as the root node for a given HTML document. This object inherits the properties and methods described in the HTMLElement interface.
HTMLHyperlinkElementUtils	/en-US/docs/Web/API/HTMLHyperlinkElementUtils	true	false	false	false	The HTMLHyperlinkElementUtils mixin defines utility methods and properties to work with HTMLAnchorElement and HTMLAreaElement. These utilities allow to deal with common features like URLs.
HTMLIFrameElement	/en-US/docs/Web/API/HTMLIFrameElement	false	false	false	false	The HTMLIFrameElement interface provides special properties and methods (beyond those of the HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of inline frame elements.
HTMLImageElement	/en-US/docs/Web/API/HTMLImageElement	false	false	false	false	The HTMLImageElement interface represents an HTML <img> element, providing the properties and methods used to manipulate image elements.
HTMLInputElement	/en-US/docs/Web/API/HTMLInputElement	false	false	false	false	The HTMLInputElement interface provides special properties and methods for manipulating the options, layout, and presentation of <input> elements.
HTMLKeygenElement	/en-US/docs/Web/API/HTMLKeygenElement	false	false	false	false	The <keygen> elements expose the HTMLKeygenElement interface, which provides special properties and methods (beyond the regular element object interface they also have available to them by inheritance) for manipulating the layout and presentation of keygen elements.
HTMLLIElement	/en-US/docs/Web/API/HTMLLIElement	false	false	false	false	The HTMLLIElement interface exposes specific properties and methods (beyond those defined by regular HTMLElement interface it also has available to it by inheritance) for manipulating list elements.
HTMLLabelElement	/en-US/docs/Web/API/HTMLLabelElement	false	false	false	false	The HTMLLabelElement interface gives access to properties specific to <label> elements. It inherits methods and properties from the base HTMLElement interface.
HTMLLegendElement	/en-US/docs/Web/API/HTMLLegendElement	false	false	false	false	The HTMLLegendElement is an interface allowing to access properties of the <legend> elements. It inherits properties and methods from the HTMLElement interface.
HTMLLinkElement	/en-US/docs/Web/API/HTMLLinkElement	false	false	false	false	The HTMLLinkElement interface represents reference information for external resources and the relationship of those resources to a document and vice-versa (corresponds to <link> element; not to be confused with <a>, which is represented by HTMLAnchorElement). This object inherits all of the properties and methods of the HTMLElement interface.
HTMLMapElement	/en-US/docs/Web/API/HTMLMapElement	false	false	false	false	The HTMLMapElement interface provides special properties and methods (beyond those of the regular object HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of map elements.
HTMLMarqueeElement	/en-US/docs/Web/API/HTMLMarqueeElement	false	false	false	true	The HTMLMarqueeElement interface provides methods to manipulate <marquee> elements.
HTMLMediaElement	/en-US/docs/Web/API/HTMLMediaElement	false	false	false	false	The HTMLMediaElement interface adds to HTMLElement the properties and methods needed to support basic media-related capabilities that are common to audio and video.
HTMLMenuElement	/en-US/docs/Web/API/HTMLMenuElement	true	false	false	false	The HTMLMenuElement interface provides special properties (beyond those defined on the regular HTMLElement interface it also has available to it by inheritance) for manipulating <menu> elements.
HTMLMenuItemElement	/en-US/docs/Web/API/HTMLMenuItemElement	false	false	false	true	The HTMLMenuItemElement interface provides special properties (beyond those defined on the regular HTMLElement interface it also has available to it by inheritance) for manipulating <menuitem> elements.
HTMLMetaElement	/en-US/docs/Web/API/HTMLMetaElement	false	false	false	false	The HTMLMetaElement interface contains descriptive metadata about a document. It inherits all of the properties and methods described in the HTMLElement interface.
HTMLMeterElement	/en-US/docs/Web/API/HTMLMeterElement	false	false	false	false	The HTML <meter> elements expose the HTMLMeterElement interface, which provides special properties and methods (beyond the HTMLElement object interface they also have available to them by inheritance) for manipulating the layout and presentation of <meter> elements.
HTMLModElement	/en-US/docs/Web/API/HTMLModElement	false	false	false	false	The HTMLModElement interface provides special properties (beyond the regular methods and properties available through the HTMLElement interface they also have available to them by inheritance) for manipulating modification elements, that is <del> and <ins>.
HTMLOListElement	/en-US/docs/Web/API/HTMLOListElement	false	false	false	false	The HTMLOListElement interface provides special properties (beyond those defined on the regular HTMLElement interface it also has available to it by inheritance) for manipulating ordered list elements.
HTMLObjectElement	/en-US/docs/Web/API/HTMLObjectElement	false	false	false	false	The HTMLObjectElement interface provides special properties and methods (beyond those on the HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of <object> element, representing external resources.
HTMLOptGroupElement	/en-US/docs/Web/API/HTMLOptGroupElement	false	false	false	false	The HTMLOptGroupElement interface provides special properties and methods (beyond the regular HTMLElement object interface they also have available to them by inheritance) for manipulating the layout and presentation of <optgroup> elements.
HTMLOptionElement	/en-US/docs/Web/API/HTMLOptionElement	false	false	false	false	The HTMLOptionElement interface represents <option> elements and inherits all classes and methods of the HTMLElement interface.
HTMLOptionsCollection	/en-US/docs/Web/API/HTMLOptionsCollection	false	false	false	false	This interface inherits the methods of its parent, HTMLCollection.
HTMLOrForeignElement	/en-US/docs/Web/API/HTMLOrForeignElement	false	false	false	false	The HTMLOrForeignElement mixin describes several features common to the HTMLElement, SVGElement and MathMLElement interfaces.
HTMLOutputElement	/en-US/docs/Web/API/HTMLOutputElement	false	false	false	false	The HTMLOutputElement interface provides properties and methods (beyond those inherited from HTMLElement) for manipulating the layout and presentation of <output> elements.
HTMLParagraphElement	/en-US/docs/Web/API/HTMLParagraphElement	false	false	false	false	The HTMLParagraphElement interface provides special properties (beyond those of the regular HTMLElement object interface it inherits) for manipulating <p> elements.
HTMLParamElement	/en-US/docs/Web/API/HTMLParamElement	false	false	false	false	The HTMLParamElement interface provides special properties (beyond those of the regular HTMLElement object interface it inherits) for manipulating <param> elements, representing a pair of a key and a value that acts as a parameter for an <object> element.
HTMLPictureElement	/en-US/docs/Web/API/HTMLPictureElement	true	false	false	false	The HTMLPictureElement interface represents a <picture> HTML element. It doesn't implement specific properties or methods.
HTMLPreElement	/en-US/docs/Web/API/HTMLPreElement	false	false	false	false	The HTMLPreElement interface exposes specific properties and methods (beyond those of the HTMLElement interface it also has available to it by inheritance) for manipulating a block of preformatted text (<pre>).
HTMLProgressElement	/en-US/docs/Web/API/HTMLProgressElement	false	false	false	false	The HTMLProgressElement interface provides special properties and methods (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating the layout and presentation of <progress> elements.
HTMLQuoteElement	/en-US/docs/Web/API/HTMLQuoteElement	false	false	false	false	The HTMLQuoteElement interface provides special properties and methods (beyond the regular HTMLElement interface it also has available to it by inheritance) for manipulating quoting elements, like <blockquote> and <q>, but not the <cite> element.
HTMLScriptElement	/en-US/docs/Web/API/HTMLScriptElement	false	false	false	false	HTML <script> elements expose the HTMLScriptElement interface, which provides special properties and methods for manipulating the behavior and execution of <script> elements (beyond the inherited HTMLElement interface).
HTMLSelectElement	/en-US/docs/Web/API/HTMLSelectElement	false	false	false	false	The HTMLSelectElement interface represents a <select> HTML Element. These elements also share all of the properties and methods of other HTML elements via the HTMLElement interface.
HTMLShadowElement	/en-US/docs/Web/API/HTMLShadowElement	false	false	true	false	The HTMLShadowElement interface represents a <shadow> HTML Element, which is used in Shadow DOM.
HTMLSlotElement	/en-US/docs/Web/API/HTMLSlotElement	false	false	false	false	Fired on an HTMLSlotElement instance (<slot> element) when the node(s) contained in that slot change.
HTMLSourceElement	/en-US/docs/Web/API/HTMLSourceElement	false	false	false	false	The HTMLSourceElement interface provides special properties (beyond the regular HTMLElement object interface it also has available to it by inheritance) for manipulating <source> elements.
